id,bg,en,lat,type,level,topic,,,,
bg_01109,сляп/-а/-о/слепи,blind adj + plural,slyap/-a/-o/slepi,ADJECTIVE,EASY,none,,,,
bg_01110,кръвоносен съд,blood vessel,krŭvonosen sŭd  ,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01111,разстояние,distance,razstoyanie,MEDIUM,HARD,none,,,,
bg_01112,"въвежда, въведе",introduce,"vŭvezhda, vŭvede x2 ",VERB,EASY,none,,,,
bg_01113,необходим/-а/-о/-и x2,"necessary, needed",neobkhodim/-a/-o/-i x2,MEDIUM,HARD,none,,,,
bg_01114,заразéн/-а/-о/-и,infected (with a disease), zarazén/-a/-o/-i,MEDIUM,EASY,none,,,,
bg_01115,"намалява, намали x2",reduce (make smaller in size or number)  x2 tenses," namalyava, namali x2",VERB,HARD,none,,,,
bg_01116,"намалява, намалее x2",decrease (become smaller in size or number)  x2 tenses," namalyava, namalee x2",VERB,HARD,none,,,,
bg_01117,"оздравява, оздравее x2","get well, recover from an illness  x2 tenses"," ozdravyava, ozdravee x2",VERB,EASY,none,,,,
bg_01118,"отменя, отмени x3","abolish, call off, cancel   x2 tenses"," otmenya, otmeni x3",VERB,HARD,none,,,,
bg_01119,"тръгва, тръгне си",leave (for home or for where I came from)  x2 tenses  ," trŭgva, trŭgne si",VERB,EASY,none,,,,
bg_01120,"съгласява се, съгласи се x2","agree, consent  x2 tenses  "," sŭglasyava se, sŭglasi se x2",VERB,EASY,none,,,,
bg_01121,"прибира, прибере","put something in something else (e.g. a pocket, bag, house)  x2 tenses  "," pribira, pribere",VERB,HARD,none,,,,
bg_01122,"сяда, седне","sit down (move to a sitting position: action, not the state)  x2 tenses  "," syada, sedne",VERB,EASY,none,,,,
bg_01123,"отказва, откаже +/- ce",refuse: се - give up  x2 tenses  ," otkazva, otkazhe +/- ce",VERB,EASY,none,,,,
bg_01124,"скача, скочи",jump  x2 tenses  ," skacha, skochi",VERB,EASY,none,,,,
bg_01125,"обува, обуе","put on (shoes, socks, trousers)  x2 tenses  "," obuva, obue",VERB,EASY,none,,,,
bg_01126,"хапва, хапне x2","have a snack, have a quick meal  x2 tenses  "," khapva, khapne x2",VERB,EASY,none,,,,
bg_01127,"доставя, достави",deliver  x2 tenses  ," dostavya, dostavi",VERB,EASY,none,,,,
bg_01128,"влошава, влоши +/- ce",make worse: се - get worse  x2 tenses  ," vloshava, vloshi +/- ce",VERB,EASY,none,,,,
bg_01129,"ядосва, ядоса +/- ce",make angry: се - get angry  x2 tenses  ," yadosva, yadosa +/- ce",VERB,EASY,none,,,,
bg_01130,"подава, подаде x2",pass (something to someone): turn in (documents)  x2 tenses  ," podava, podade x2",VERB,EASY,none,,,,
bg_01131,"преоблича, преоблече  +/- ce ",change someone's clothes: се - change one's clothes  x2 tenses  ," preoblicha, preobleche +/- ce ",VERB,EASY,none,,,,
bg_01132,"подстригва, подстриже +/- ce",cut someone’s hair: се - have one’s hair cut  x2 tenses  ," podstrigva, podstrizhe +/- ce",VERB,EASY,none,,,,
bg_01133,"стопля, стопли x2","warm, heat up  x2 tenses  "," stoplya, stopli x2",VERB,EASY,none,,,,
bg_01134,"натиска, натисне x2","push (down), press  x2 tenses  "," natiska, natisne x2",VERB,HARD,none,,,,
bg_01135,"продава, продаде",sell  x2 tenses  ," prodava, prodade",VERB,EASY,none,,,,
bg_01136,"представя, представи",present  x2 tenses  ," predstavya, predstavi",VERB,EASY,none,,,,
bg_01137,"остарява, остарее",get old  x2 tenses  ," ostaryava, ostaree",VERB,EASY,none,,,,
bg_01138,"свиква, свикне",get used to  x2 tenses  ," svikva, svikne",VERB,HARD,none,,,,
bg_01139,"стига, стигне - alt",be enough  x2 tenses  ," stiga, stigne - alt",VERB,HARD,none,,,,
bg_01140,"става, стане - alt",stand up - not из…  x2 tenses  ," stava, stane - alt",VERB,HARD,none,,,,
bg_01141,"създава, създаде",create  x2 tenses  ," sŭzdava, sŭzdade",VERB,HARD,none,,,,
bg_01142,бряг x2,"coast, bank",bryag x2,MEDIUM,EASY,none,,,,
bg_01143,няколко пъти,a few times,nyakolko pŭti,SHORT PHRASE,UNTESTED,none,,,,
bg_01144,и така нататък,and so on,i taka natatŭk,MEDIUM,EASY,none,,,,
bg_01145,както и да е,anyway (to dismiss a subject),kakto I da e,MEDIUM,EASY,none,,,,
bg_01146,опит/-и,attempt,opit/-i,MEDIUM,EASY,none,,,,
bg_01147,условие/-я,condition,uslovie/-ya,MEDIUM,EASY,none,,,,
bg_01148,"провежда/-м, проведе/-а x2","conduct, carry out  x2 tenses  (експеримент, проучване и т.н.)","provezhda/-m, provede/-a (eksperiment, prouchvane i t.n.) x2",VERB,HARD,none,,,,
bg_01149,държава/-и,country,dŭrzhava/-i,MEDIUM,EASY,none,,,,
bg_01150,за първи път (не 'първия'),for the first time,za pŭrvi put (ne 'pŭrviya'),SHORT PHRASE,UNTESTED,none,,,,
bg_01151,в миналото,in the past,v minaloto,MEDIUM,EASY,none,,,,
bg_01152,доход,income,dokhod,SHORT,EASY,none,,,,
bg_01153,предимно,mainly,predimno,SHORT,EASY,none,,,,
bg_01154,смесени резултати,mixed results,smeseni rezultati,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01155,необлагаем/-а/-о/-и,non-taxable,neoblagaem/-a/-o/-i,MEDIUM,HARD,none,,,,
bg_01156,услуга/-и,service,usluga/-i,MEDIUM,EASY,none,,,,
bg_01157,подлог,subject (gram.),podlog,MEDIUM,HARD,none,,,,
bg_01158,Съединените щати,the US,Sŭedinenite shtati,SHORT,EASY,none,,,,
bg_01159,"въвеДОХ, въвел/-а/-о/-и",I introduced - Past and reported,"vŭveDOKH,vŭvel/-a/-o/-i",VERB,EASY,none,,,,
bg_01160,хиляда и двеста,1200,khilyada i dvesta,SHORT PHRASE,EASY,Number,,,,
bg_01161,шейсет,sixty,sheĭset,SHORT,EASY,none,,,,
bg_01162,Ходихме на плажа всеки ден.,We went to the beach every day.,Khodikhme na plazha vseki den.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01163,Забравил съм всичко. (не 'всички'),I have forgotten everything. ,Zabravil sŭm vsichko. (ne 'vsichki'),MEDIUM PHRASE,UNTESTED,none,,,,
bg_01164,Забравих името НА селото. (не 'от'),I have forgotten the name OF the village. ,Zabravikh imeto NA seloto. (ne 'ot'),LONG PHRASE,UNTESTED,none,,,,
bg_01165,видях (не 'видих'),I saw ,vidyakh (ne 'vidikh'),VERB,EASY,none,,,,
bg_01166,делфин/-и,a dolphin/s,delfin/-i,MEDIUM,EASY,none,,,,
bg_01167,Беше на около 30 метра от плажа.,It was about 30 meters from the beach.,Beshe na okolo 30 metra ot plazha.,LONG PHRASE,UNTESTED,none,,,,
bg_01168,Никой не го видя. (не 'видяха'),Nobody saw it. ,Nikoĭ ne go vidya (ne 'vidyakha'),MEDIUM PHRASE,UNTESTED,none,,,,
bg_01169,един плаж (не 'една плажа'),(there was..) a beach ,edin plazh (ne 'edna plazha'),SHORT PHRASE,UNTESTED,none,,,,
bg_01170,града (не 'градата'),the city ,grada (ne 'gradata'),MEDIUM,EASY,none,,,,
bg_01171,Бени не може (не 'мога'),Benny can't ,Beni ne mozhe (ne 'moga'),SHORT PHRASE,UNTESTED,none,,,,
bg_01172,плажове (не 'плажи'),beaches ,plazhove (ne 'plazhi'),MEDIUM,EASY,none,,,,
bg_01173,обществен плаж,a public beach,obshtestven plazh,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01174,"Мислех, че съм ти казал.",I thought I'd told you.,"Mislekh, che sŭm ti kazal.",MEDIUM PHRASE,UNTESTED,none,,,,
bg_01175,двамата партньори (не 'двете'),the two partners , dvamata partn’ori (ne 'dvete'),MEDIUM PHRASE,UNTESTED,none,,,,
bg_01176,И двамата им партньори бяха там. (не 'беше'),Both their partners were there. , I dvamata im partn’ori byakha tam. (ne 'beshe'),MEDIUM PHRASE,UNTESTED,none,,,,
bg_01177,френска игра,a French game, frenska igra,SHORT PHRASE,UNTESTED,none,,,,
bg_01178,Всички могат да я играят.,Everyone can play it., Vsichki mogat da ya igrayat.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01179,"единственото нещо, което",the only thing that," edinstvenoto neshto, koeto",MEDIUM PHRASE,UNTESTED,none,,,,
bg_01180,единствено и множествено число,singular and plural, edinstveno i mnozhestveno chislo,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01181,"запознава се, запознае се",meet (be introduced to someone for the first time)  x2 tenses  ,"zapoznava se, zapoznae se",VERB,EASY,none,,,,
bg_01182,"сипва, сипе x2","pour; serve (food and drinks into a plate, glass, etc.)  x2 tenses  ","sipva, sipe x2",VERB,EASY,none,,,,
bg_01183,Целят алкохол беше изпит,All the alcohol was drunk. ,Tseliyat alkokhol beshe izpit.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01184,Той беше спрян от полицията.,He was stopped by the police.,Toĭ beshe spryan ot politsiyata.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01185,Резервацията ви беше анулирана. (alt),Your reservation was cancelled. (alt),Rezervatsiyata vi beshe anulirana.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01186,халба,mug,halba,SHORT,EASY,none,,,,
bg_01187,Шофьорът ще бъде глобен.,The driver will be fined.,Shof’orŭt shte bŭde globen.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01188,Опаковка,Packaging,Opakovka,MEDIUM,HARD,none,,,,
bg_01189,В малката семейна пекарна ,In the small family bakery,V malkata semeĭna pekarna,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01190,закуски,snacks,zakuski,SHORT,EASY,none,,,,
bg_01191,предавам,I pass on,predavam,VERB,HARD,none,,,,
bg_01192,украсявам,decorate,ukrasyavam,VERB,EASY,none,,,,
bg_01193,привлекателен,attractive,privlekatelen,MEDIUM,UNTESTED,none,,,,
bg_01194,пещ,oven,pesht,SHORT,HARD,none,,,,
bg_01195,преди десетилетия ,decades ago,predi desetiletiya,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01196,и до днес,to this day,i do dnes,MEDIUM,HARD,none,,,,
bg_01197,те също така се доставят,they are also delivered (not past p),sŭshto taka se dostavyat,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01198,наследство,inheritance,nasledstvo,MEDIUM,HARD,none,,,,
bg_01199,а повредените части се сменят,and damaged parts are replaced (not past p),a povredenite chasti se smenyat,LONG PHRASE,UNTESTED,none,,,,
bg_01200,приключване,completion,priklyuchvane,MEDIUM,UNTESTED,none,,,,
bg_01201,те често се се превръщат музеи,they often become museums (not past p),chesto se se prevŭrnat muzei,LONG PHRASE,UNTESTED,none,,,,
bg_01202,оживява/оживя,come to life x2 tenses,ozhivyava/ozhivya,VERB,HARD,none,,,,
bg_01203,превръщам x2,"convert, transform",prevrŭshtam,VERB,HARD,none,,,,
bg_01204,най-напред,first of all,naĭ-napred,MEDIUM,HARD,none,,,,
bg_01205,пресявам/пресее,sift,presyavam,SHORT,EASY,none,,,,
bg_01206,разбива x3,break/smash/beat,razbivam,VERB,HARD,none,,,,
bg_01207,гъст x2,dense/thick,gŭst,MEDIUM,EASY,none,,,,
bg_01208,постепенно,gradually,postepenno,MEDIUM,EASY,none,,,,
bg_01209,разбърква,stir,razbŭrkvam,VERB,HARD,none,,,,
bg_01210,посреща,welcomes,posreshta,VERB,HARD,none,,,,
bg_01211,неповторим,unique,nepovtorim,SHORT,EASY,none,,,,
bg_01212,клон,branch,klon,SHORT,HARD,none,,,,
bg_01213,наторява,fertilize,natoryavam,VERB,EASY,none,,,,
bg_01214,хранителни вещества,nutrients,khranitelni veshtestva,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01215,разсади,seedlings,razsadi,MEDIUM,EASY,none,,,,
bg_01216,плевел,a weed,plevel,SHORT,EASY,none,,,,
bg_01217,съмнение/-я,a doubt,sŭmnenie/-ya,MEDIUM,EASY,none,,,,
bg_01218,палатка,a tent,palatka,SHORT,HARD,none,,,,
bg_01219,начало x2,"beginning, start",nachalo x2,MEDIUM,EASY,none,,,,
bg_01220,любопитен/-тна/-тно/-тни,curious,lyubopiten/-tna/-tno/-tni,ADJECTIVE,UNTESTED,none,,,,
bg_01221,Любопитни минувачи го наблюдавали.,Curious passers-by observed (rep) him.,Lyubopitni minuvachi go nablyudavali.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01222,в крайна сметка,eventually,v kraya na smetkata,SHORT PHRASE,UNTESTED,none,,,,
bg_01223,Всички бяха заспали.,Everyone had fallen asleep.,Vsichki byakha zaspali.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01224,"поправя/-м, поправи/-я x2","fix, repair  x2 tenses","popravya/-m, popravi/-ya x2",VERB,EASY,none,,,,
bg_01225,приятелски настроен/-а/-о/-и,friendly,priyatelski nastroen/-a/-o/-i,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01226,разбира/-м се с някого,get along (alt) well with someone,razbira/-m se s nyakogo,VERB,EASY,none,,,,
bg_01227,"свиква/-м, свикне/-а СЪС",get used to  x2 tenses,"svikva/-m, svikne/-a SŬS",VERB,HARD,none,,,,
bg_01228,спах,I slept (past perfective tense),spakh,VERB,EASY,none,,,,
bg_01229,предварително,in advance,predvaritelno,MEDIUM,UNTESTED,none,,,,
bg_01230,в началото,in the beginning,v nachaloto,MEDIUM,EASY,none,,,,
bg_01231,новина̀/-ѝ,news,novinà/-ì,MEDIUM,EASY,none,,,,
bg_01232,"обижда/-м, обиди/-я x2","offend, insult  x2 tenses","obizhda/-m, obidi/-ya x2",VERB,EASY,none,,,,
bg_01233,пътник/-ци,passenger,pŭtnik/-tsi,MEDIUM,EASY,none,,,,
bg_01234,минувач/-и,passer-by,minuvach/-i,MEDIUM,EASY,none,,,,
bg_01235,любезен/-зна/-зно/-зни,polite,lyubezen/-zna/-zno/-zni,ADJECTIVE,UNTESTED,none,,,,
bg_01236,отношения (pl.),relationship,otnosheniya (mn.),MEDIUM,EASY,none,,,,
bg_01237,пътища,roads,pŭtishta,SHORT,EASY,none,,,,
bg_01238,"запазва/-м, запази/-я",save  x2 tenses,"zapazi/-m, zapazi/-ya",VERB,HARD,none,,,,
bg_01239,"излъчва/-м, излъчи/-а x2","to air, broadcast  x2 tenses","izlŭchva/-m, izlŭchi/-a x2",VERB,EASY,none,,,,
bg_01240,съмнява/-м се,to doubt,sŭmnyava/-m se,VERB,EASY,none,,,,
bg_01241,"изпразва/-м, изпразни/-я",to empty  x2 tenses,"izprazva/-m, izprazni/-ya",VERB,EASY,none,,,,
bg_01242,с тях,with them,s tyakh,SHORT,EASY,none,,,,
bg_01243,"записва/-м, запише/-а x2",write down; record  x2 tenses,"zapisva/-m, zapise/-a x2",VERB,HARD,none,,,,
bg_01244,лети / аз летях,fly / I flew  x2 tenses,leti / az letyakh,VERB,EASY,none,,,,
bg_01245,спи/ аз спях,"He is sleeping/ I was sleeping, past imperfective tense  x2 tenses",spi/ az spyakh,VERB,EASY,none,,,,
bg_01246,дойдох / дошъл/-шла/-шло/-шли,I came / I came/-she  x2 tenses,doĭdokh / doshŭl/-shla/-shlo/-shli,VERB,EASY,none,,,,
bg_01247,ще заспи/я / заспах,he/I will fall asleep / I fell asleep x2 tenses,zaspi / zaspakh,VERB,EASY,none,,,,
bg_01248,ше излезе / излязох / излязъл/-зла/-зло/-езли,he will go out / I went out / went out x3 tenses,izleze / izlyazokh / izlyazŭl/-zla/-zlo/-ezli,VERB,EASY,none,,,,
bg_01249,отидох / отишъл/-шла/-шло/-шли,I went / went (rep) x2 tenses,otidokh / otishŭl/-shla/-shlo/-shli,VERB,EASY,none,,,,
bg_01250,"сняг / снега/снегът, снегове","snow / the snow/the snow, snows","snyag / snega/snegŭt, snegove",SHORT,UNTESTED,none,,,,
bg_01251,В добри отношения сме. / Разбираме се добре. x2,We are on good terms. / We get along well.,V dobri otnosheniya sme. / Razbirame se dobre. x2,LONG PHRASE,UNTESTED,none,,,,
bg_01252,Преди време имахме спорове.,We had arguments a while ago.,Predi vreme imakhme sporove.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01253,летял/-а/-о/-ели,flew (rep),letyal/-a/-o/-eli,MEDIUM,UNTESTED,none,,,,
bg_01254,живял/-а/-о/-ели,lived (rep),zhivyal/-a/-o/-eli,MEDIUM,UNTESTED,none,,,,
bg_01255,"една новина, много новини","one item of news, some news","edna novina, mnogo novini",SHORT PHRASE,UNTESTED,none,,,,
bg_01256,"тази новина, тези новини","this item of news, this (+ 1 item of) news","tazi novina, tezi novini",SHORT PHRASE,UNTESTED,none,,,,
bg_01257,"Когато се събудихме, снегът беше спрял.","When we woke up, the snow had stopped.","Kogato se sŭbudikhme, snegŭt beshe spryal.",MEDIUM PHRASE,UNTESTED,none,,,,
bg_01258,момчето беше отишло (n.),the boy had gone,momcheto beshe otishlo (sŭsht.),MEDIUM PHRASE,UNTESTED,none,,,,
bg_01259,Не беше ЛИ разбрала?,Didn't you understand? (f),Ne beshe LI razbrala?,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01260,Никога не беше закъснявал  преди.,He had never been late  before.,Nikoga ne beshe zakŭsnyaval (nesvŭrshen vid) predi.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01261,Една от рибите беше умряла.,One of the fish had died.,Edna ot ribite beshe umryala,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01262,мързелив,Lazy,mŭrzeliv,SHORT,NEW - LEARNT,none,,,,
bg_01263,"разрешава, разреши x2",allow; solve,"razreshava, razreshi",VERB,NEW - LEARNT,none,,,,
bg_01264,"извинява се, извини се",apologize,"izvinyava se, izvini se",VERB,NEW - LEARNT,none,,,,
